Order_ID,Order_Date,Item,Category,Price,Quantity,Total,City,Customer_Age,Customer_Gender,Rating,Outlet_Size,Outlet_Type
92,2023-02-11,Cakes,Bakery,395.02,5,1975.1,Pune,56,Male,4.983724968121317,Medium,Grocery Store
93,2023-08-03,Cheese,Dairy,46.82,3,140.46,Chennai,46,Male,2.4036600502083147,Medium,Supermarket Type1
94,2023-01-09,Tea,Beverages,76.19,4,304.76,Chennai,27,Male,4.347855496949496,Large,Grocery Store
95,2023-06-17,Cheese,Dairy,436.1,5,2180.5,Mumbai,59,Female,2.5866064078170075,Large,Grocery Store
96,2024-05-31,Tomatoes,Vegetables,448.11,2,896.22,Hyderabad,46,Female,1.3393508563407677,Small,Grocery Store
97,2023-12-08,Butter,Dairy,493.59,5,2467.95,Bangalore,34,Male,4.788994309535434,Small,Supermarket Type2
98,2023-03-11,Juice,Beverages,493.28,4,1973.12,Chennai,48,Male,2.9266679518564613,Small,Supermarket Type1
99,2024-06-14,Onions,Vegetables,201.43,3,604.29,Kolkata,56,Male,2.7378073779530854,Small,Grocery Store
100,2023-08-08,Chips,Snacks,141.77,2,283.54,Delhi,37,Female,1.4752716650722877,Small,Supermarket Type2
101,2023-01-01,Ice Cream,Frozen Foods,76.41,1,76.41,Pune,20,Male,3.3334750603886385,Large,Grocery Store
102,2024-01-04,Coffee,Beverages,481.84,4,1927.36,Chennai,42,Male,4.474396512757841,Medium,Supermarket Type1
103,2024-07-09,Coffee,Beverages,127.33,2,254.66,Pune,49,Female,3.224020154570338,Large,Grocery Store
104,2023-07-22,Frozen Paratha,Frozen Foods,174.89,5,874.45,Bangalore,54,Male,2.0119606719569645,Small,Supermarket Type1
105,2024-02-06,Noodles,Snacks,353.8,1,353.8,Mumbai,58,Male,1.8672364263459649,Medium,Supermarket Type2
106,2024-01-08,Coffee,Beverages,161.36,1,161.36,Bangalore,20,Male,4.604632041963956,Large,Supermarket Type1
107,2023-11-26,Milk,Dairy,41.81,4,167.24,Pune,49,Female,1.2314555910308296,Medium,Supermarket Type2
108,2024-01-08,Cookies,Bakery,209.37,4,837.48,Chennai,25,Female,1.6787196155822621,Large,Grocery Store
109,2023-11-12,Bananas,Fruits,330.49,2,660.98,Hyderabad,45,Female,1.3109385478599394,Medium,Grocery Store
110,2024-05-16,Biscuits,Snacks,487.71,3,1463.13,Mumbai,34,Male,2.119054028675783,Small,Grocery Store
111,2024-07-11,Cheese,Dairy,217.38,5,1086.9,Chennai,52,Male,4.290148971692676,Medium,Grocery Store
112,2024-03-25,Curd,Dairy,475.9,5,2379.5,Chennai,27,Female,4.730913933416053,Medium,Supermarket Type1
113,2023-01-05,Frozen Paratha,Frozen Foods,435.71,5,2178.55,Bangalore,50,Male,4.110409134940902,Medium,Supermarket Type1
114,2023-10-09,Cleaner,Household,250.58,1,250.58,Delhi,42,Male,4.879657591258413,Large,Supermarket Type2
115,2023-04-15,Butter,Dairy,424.22,5,2121.1,Hyderabad,52,Female,1.5354084752025328,Medium,Grocery Store
116,2024-03-12,Milk,Dairy,26.56,4,106.24,Hyderabad,40,Male,4.075949660722042,Large,Grocery Store
117,2023-03-24,Milk,Dairy,473.49,2,946.98,Kolkata,34,Female,1.9643393293185274,Medium,Supermarket Type2
118,2023-02-20,Frozen Corn,Frozen Foods,118.42,1,118.42,Delhi,30,Male,1.8289105960322258,Small,Grocery Store
119,2023-12-14,Tea,Beverages,441.55,2,883.1,Delhi,48,Male,1.454230368798516,Medium,Grocery Store
120,2024-03-13,Bread,Bakery,342.36,2,684.72,Delhi,20,Female,3.0806540044479735,Small,Grocery Store
121,2024-01-24,Detergent,Household,429.05,4,1716.2,Bangalore,47,Female,4.5066144106333805,Small,Supermarket Type1
122,2024-07-31,Biscuits,Snacks,213.67,5,1068.35,Kolkata,28,Male,1.851856646035643,Small,Grocery Store
123,2023-11-02,Frozen Corn,Frozen Foods,85.46,4,341.84,Bangalore,51,Female,3.5465772864891303,Small,Supermarket Type2
124,2024-03-22,Bananas,Fruits,286.31,3,858.93,Mumbai,51,Male,2.3930218680932014,Medium,Grocery Store
125,2024-06-25,Potatoes,Vegetables,266.71,4,1066.84,Delhi,59,Male,4.44945483498698,Large,Supermarket Type2
126,2023-05-18,Curd,Dairy,475.77,4,1903.08,Hyderabad,34,Male,2.9684651723181528,Medium,Supermarket Type1
127,2024-06-29,Butter,Dairy,143.96,5,719.8,Hyderabad,23,Male,2.9704723759714784,Small,Grocery Store
128,2023-02-12,Tea,Beverages,177.8,3,533.4,Pune,28,Female,1.3034533124346557,Small,Supermarket Type2
129,2024-01-09,Milk,Dairy,81.86,3,245.58,Pune,33,Female,3.5634989792128584,Small,Supermarket Type1
130,2023-07-14,Potatoes,Vegetables,107.3,1,107.3,Pune,49,Female,2.8958465610514894,Medium,Grocery Store
131,2023-03-02,Buns,Bakery,340.43,2,680.86,Bangalore,36,Female,4.287162547377797,Medium,Grocery Store
132,2024-06-17,Detergent,Household,185.64,2,371.28,Hyderabad,38,Female,3.1948612368296345,Medium,Grocery Store
133,2023-12-12,Carrots,Vegetables,276.52,4,1106.08,Chennai,51,Male,1.5149935931985756,Medium,Grocery Store
134,2023-03-14,Soft Drink,Beverages,178.45,3,535.35,Hyderabad,43,Female,4.197641595636171,Medium,Supermarket Type2
135,2023-02-17,Oranges,Fruits,321.39,3,964.17,Kolkata,34,Male,2.107510592588815,Large,Supermarket Type2
136,2023-09-10,Apples,Fruits,406.98,1,406.98,Pune,32,Male,3.14636258394933,Medium,Grocery Store
137,2023-01-28,Soap,Household,463.54,2,927.08,Bangalore,40,Female,3.125063015894136,Large,Supermarket Type2
138,2024-06-09,Soft Drink,Beverages,365.85,2,731.7,Hyderabad,24,Male,3.7486620216133244,Medium,Supermarket Type1
139,2024-05-22,Shampoo,Household,425.33,3,1275.99,Pune,35,Female,2.7896494672938186,Medium,Supermarket Type2
140,2024-04-29,Onions,Vegetables,275.66,1,275.66,Mumbai,45,Male,1.0802847911109055,Small,Supermarket Type2
141,2023-05-06,Apples,Fruits,174.6,2,349.2,Bangalore,42,Male,4.56210912295958,Medium,Grocery Store
142,2024-01-29,Grapes,Fruits,304.92,4,1219.68,Mumbai,20,Female,3.595291361166304,Large,Supermarket Type2
143,2023-04-21,Tomatoes,Vegetables,250.2,4,1000.8,Pune,39,Female,3.3473644720835165,Medium,Supermarket Type1
144,2024-08-17,Chocolate,Snacks,377.81,1,377.81,Mumbai,59,Male,2.135103623194898,Large,Supermarket Type2
145,2023-11-16,Soft Drink,Beverages,194.28,2,388.56,Chennai,51,Female,1.977412621858618,Small,Supermarket Type2
146,2024-01-12,Shampoo,Household,259.16,5,1295.8,Kolkata,50,Female,1.030137452536299,Medium,Supermarket Type2
147,2023-12-16,Apples,Fruits,128.16,4,512.64,Bangalore,28,Female,1.3515504981605755,Medium,Supermarket Type1
148,2023-08-31,Cleaner,Household,406.82,1,406.82,Delhi,48,Female,2.641587307958646,Large,Grocery Store
149,2024-04-12,Cleaner,Household,491.54,2,983.08,Delhi,45,Male,4.6695824523421265,Medium,Supermarket Type1
150,2024-05-18,Chips,Snacks,22.54,1,22.54,Kolkata,55,Male,3.674572879697724,Medium,Grocery Store
151,2024-01-27,Frozen Corn,Frozen Foods,466.1,3,1398.3,Bangalore,43,Male,2.1199163746411367,Small,Grocery Store
152,2023-04-28,Soap,Household,389.36,2,778.72,Kolkata,21,Female,2.701745754465667,Large,Supermarket Type1
153,2023-05-20,Buns,Bakery,263.65,1,263.65,Pune,18,Male,3.4424801697665304,Medium,Supermarket Type1
154,2023-05-19,Grapes,Fruits,158.54,5,792.7,Hyderabad,53,Male,2.282568768638057,Medium,Grocery Store
155,2023-01-10,Milk,Dairy,305.06,2,610.12,Mumbai,22,Female,1.253499881891071,Medium,Grocery Store
156,2023-06-17,Frozen Paratha,Frozen Foods,495.18,5,2475.9,Kolkata,19,Male,1.3514724449706272,Large,Grocery Store
157,2024-07-03,Cookies,Bakery,86.64,1,86.64,Chennai,52,Male,2.395473066171981,Large,Grocery Store
158,2023-08-24,Potatoes,Vegetables,466.17,4,1864.68,Hyderabad,31,Male,4.731752268399818,Large,Supermarket Type2
159,2024-08-10,Tomatoes,Vegetables,495.65,2,991.3,Pune,52,Female,1.26598506946711,Medium,Grocery Store
160,2023-12-15,Soft Drink,Beverages,375.74,4,1502.96,Bangalore,25,Male,4.311763548709967,Medium,Grocery Store
161,2023-10-18,Buns,Bakery,380.24,4,1520.96,Kolkata,38,Female,1.7456199471525764,Small,Supermarket Type1
162,2024-07-27,Frozen Peas,Frozen Foods,133.13,2,266.26,Mumbai,21,Female,2.2647863291859784,Medium,Supermarket Type2
163,2023-10-23,Detergent,Household,302.39,2,604.78,Hyderabad,25,Female,2.7565396342808737,Small,Supermarket Type2
164,2024-02-26,Curd,Dairy,200.93,3,602.79,Kolkata,50,Male,3.9904375207050045,Small,Supermarket Type2
165,2023-05-25,Curd,Dairy,261.31,1,261.31,Pune,50,Male,2.5659284408060077,Small,Grocery Store
166,2023-04-14,Tea,Beverages,275.29,5,1376.45,Bangalore,56,Male,1.4675921628334563,Small,Grocery Store
167,2024-07-07,Chips,Snacks,471.12,3,1413.36,Pune,32,Female,4.514516461493753,Small,Supermarket Type1
168,2024-02-24,Cleaner,Household,257.8,3,773.4,Kolkata,46,Female,1.6066995189310047,Large,Supermarket Type1
169,2024-02-15,Chips,Snacks,169.63,5,848.15,Bangalore,50,Male,1.1341297389431175,Small,Supermarket Type1
170,2024-05-31,Soap,Household,293.55,2,587.1,Pune,27,Female,2.36832699486363,Small,Supermarket Type1
171,2023-08-04,Carrots,Vegetables,414.2,4,1656.8,Pune,32,Female,4.1891814631182145,Large,Supermarket Type2
172,2023-05-10,Soap,Household,91.96,4,367.84,Kolkata,44,Female,3.564590531541189,Large,Grocery Store
173,2023-10-10,Frozen Corn,Frozen Foods,353.1,4,1412.4,Kolkata,22,Female,4.307195311236313,Small,Grocery Store
174,2023-10-29,Butter,Dairy,480.36,2,960.72,Bangalore,29,Male,4.647409635371859,Medium,Grocery Store
175,2024-04-04,Butter,Dairy,86.78,2,173.56,Mumbai,53,Female,4.6750020890429855,Large,Supermarket Type2
176,2023-05-07,Biscuits,Snacks,399.24,5,1996.2,Delhi,59,Male,4.0849866740789516,Medium,Supermarket Type2
177,2023-02-20,Bread,Bakery,199.73,1,199.73,Kolkata,46,Female,1.416987864207238,Medium,Supermarket Type2
178,2024-02-11,Chocolate,Snacks,423.41,3,1270.23,Bangalore,18,Female,1.452952183363021,Large,Supermarket Type1
179,2023-07-01,Ice Cream,Frozen Foods,492.72,4,1970.88,Kolkata,40,Female,4.683367530469489,Small,Grocery Store
180,2024-03-06,Cakes,Bakery,437.55,3,1312.65,Pune,26,Female,3.9769986073731554,Medium,Grocery Store
181,2023-04-27,Tomatoes,Vegetables,118.68,1,118.68,Bangalore,43,Female,2.3339966867645767,Small,Supermarket Type2
182,2023-03-16,Frozen Peas,Frozen Foods,211.12,1,211.12,Hyderabad,55,Male,2.385383977463845,Medium,Supermarket Type2
183,2023-12-13,Soap,Household,186.54,2,373.08,Delhi,34,Male,3.348272896546269,Small,Grocery Store
184,2023-06-28,Tea,Beverages,35.77,3,107.31,Delhi,41,Male,3.310527816366189,Medium,Supermarket Type1
185,2023-06-10,Ice Cream,Frozen Foods,99.45,5,497.25,Bangalore,46,Male,3.322353401112174,Large,Supermarket Type2
186,2024-04-13,Frozen Paratha,Frozen Foods,323.49,4,1293.96,Hyderabad,24,Male,4.902165262731025,Small,Supermarket Type1
187,2023-12-08,Potatoes,Vegetables,240.31,4,961.24,Pune,45,Female,3.1402788757346345,Small,Supermarket Type2
188,2023-05-21,Soap,Household,108.54,1,108.54,Mumbai,47,Female,3.999841881596711,Large,Supermarket Type1
189,2023-11-14,Tomatoes,Vegetables,120.75,3,362.25,Chennai,49,Female,2.8729273137655174,Large,Supermarket Type1
190,2023-10-13,Cheese,Dairy,319.99,5,1599.95,Delhi,33,Male,3.2593645330504657,Small,Supermarket Type2
191,2023-06-24,Milk,Dairy,51.54,3,154.62,Pune,19,Female,3.1378235650289876,Medium,Supermarket Type2
192,2023-09-21,Potatoes,Vegetables,250.92,3,752.76,Delhi,46,Female,1.302013455215557,Large,Supermarket Type2
193,2024-04-02,Bananas,Fruits,381.56,2,763.12,Kolkata,36,Female,3.575998172956063,Small,Grocery Store
194,2023-06-27,Butter,Dairy,216.19,4,864.76,Chennai,24,Male,3.6356957676406054,Large,Supermarket Type2
195,2024-03-18,Onions,Vegetables,33.01,3,99.03,Chennai,25,Female,1.4164343279382954,Medium,Supermarket Type1
196,2023-02-20,Apples,Fruits,403.96,3,1211.88,Chennai,50,Male,3.2268863391334643,Small,Supermarket Type2
197,2023-04-06,Curd,Dairy,365.99,3,1097.97,Delhi,41,Male,3.8890677274226366,Medium,Supermarket Type2
198,2024-03-27,Frozen Paratha,Frozen Foods,430.73,3,1292.19,Kolkata,54,Female,1.5643273951108543,Large,Supermarket Type2
199,2023-01-07,Soft Drink,Beverages,215.07,2,430.14,Pune,27,Male,1.3420341234178723,Large,Grocery Store
200,2024-01-16,Bananas,Fruits,119.79,3,359.37,Bangalore,36,Male,3.3321662438787687,Medium,Supermarket Type2
201,2024-06-06,Bread,Bakery,222.28,2,444.56,Kolkata,59,Female,4.300429325690639,Small,Supermarket Type1
202,2024-06-15,Tea,Beverages,194.27,4,777.08,Kolkata,22,Male,2.3807685795251023,Small,Supermarket Type1
203,2023-08-14,Cookies,Bakery,391.44,1,391.44,Pune,52,Male,4.793813227848627,Medium,Supermarket Type1
204,2023-06-07,Cheese,Dairy,386.53,1,386.53,Bangalore,40,Female,4.199421023789261,Medium,Supermarket Type1
205,2023-07-28,Coffee,Beverages,224.1,3,672.3,Mumbai,31,Female,3.966747776914662,Small,Grocery Store
206,2023-12-25,Frozen Corn,Frozen Foods,355.45,1,355.45,Pune,26,Male,1.5574242962912965,Small,Supermarket Type1
207,2024-03-17,Oranges,Fruits,420.77,4,1683.08,Kolkata,46,Female,1.686717143393214,Medium,Supermarket Type2
208,2023-05-26,Chocolate,Snacks,150.71,3,452.13,Delhi,38,Male,4.260217713609828,Small,Supermarket Type1
209,2023-01-17,Shampoo,Household,259.08,2,518.16,Bangalore,54,Female,3.605681553407457,Large,Supermarket Type1
210,2023-12-08,Onions,Vegetables,418.28,5,2091.4,Pune,38,Male,2.0547352105384658,Medium,Supermarket Type2
211,2023-06-17,Onions,Vegetables,147.92,3,443.76,Kolkata,51,Female,3.4020674417346135,Small,Grocery Store
212,2024-02-05,Cleaner,Household,339.22,2,678.44,Hyderabad,43,Male,2.617526006196097,Medium,Grocery Store
213,2023-12-29,Bread,Bakery,390.04,2,780.08,Delhi,18,Female,1.3311946717005059,Medium,Supermarket Type2
214,2023-01-29,Cleaner,Household,309.51,2,619.02,Bangalore,38,Male,4.3483159628121175,Small,Grocery Store
215,2023-04-23,Detergent,Household,229.85,4,919.4,Pune,56,Female,3.4416186680318304,Large,Grocery Store
216,2023-11-08,Curd,Dairy,475.67,5,2378.35,Mumbai,50,Female,2.0796448895687796,Small,Supermarket Type1
217,2023-09-01,Cheese,Dairy,279.12,3,837.36,Chennai,34,Female,2.9854649888049454,Small,Supermarket Type2
218,2023-07-20,Frozen Corn,Frozen Foods,306.48,2,612.96,Hyderabad,43,Male,2.8969492348014785,Small,Grocery Store
219,2023-08-05,Onions,Vegetables,185.3,1,185.3,Mumbai,57,Female,2.739309354414985,Large,Supermarket Type1
220,2024-05-12,Bananas,Fruits,138.27,3,414.81,Chennai,54,Male,1.009357562503113,Small,Supermarket Type2
221,2024-06-07,Butter,Dairy,484.5,2,969.0,Kolkata,36,Female,2.2583862272376436,Medium,Supermarket Type2
222,2023-01-17,Cheese,Dairy,407.57,1,407.57,Hyderabad,27,Male,3.7622409297825623,Small,Supermarket Type1
223,2023-11-14,Curd,Dairy,270.22,4,1080.88,Chennai,33,Female,4.491783343505633,Large,Supermarket Type1
224,2023-03-22,Butter,Dairy,371.47,5,1857.35,Kolkata,40,Male,3.8964133170925543,Medium,Supermarket Type2
225,2024-04-10,Butter,Dairy,325.87,1,325.87,Delhi,42,Female,3.5866596764686536,Medium,Grocery Store
226,2024-06-21,Bananas,Fruits,352.72,1,352.72,Bangalore,49,Male,3.822300690062754,Large,Supermarket Type1
227,2023-03-27,Noodles,Snacks,464.12,2,928.24,Chennai,24,Female,1.1357839143431954,Small,Supermarket Type1
228,2024-05-12,Shampoo,Household,354.76,1,354.76,Kolkata,40,Male,4.181367351836389,Small,Supermarket Type2
229,2024-02-06,Butter,Dairy,377.63,4,1510.52,Pune,59,Female,3.5781866025032887,Medium,Supermarket Type2
